,cell_1,cell_2,length
2061,cell_260,cell_315,66.24198064671678
2062,cell_854,cell_862,226.29184695874486
2063,cell_841,cell_854,222.08106627986098
2064,cell_722,cell_725,164.4506004853737
2065,cell_5,cell_14,105.18106465972689
2066,cell_13,cell_14,106.30043501278725
2067,cell_696,cell_725,184.39088914585776
2068,cell_260,cell_282,231.9051530259731
2069,cell_282,cell_315,57.271284253105414
2070,cell_49,cell_113,61.61168720299745
2071,cell_137,cell_156,208.61447696648477
2072,cell_156,cell_180,174.64249196572982
2073,cell_779,cell_803,60.13318551349163
2074,cell_722,cell_752,36.49657518178932
2075,cell_752,cell_756,91.60785992479029
2076,cell_725,cell_752,214.67184258770408
2077,cell_13,cell_37,90.37698822156003
2078,cell_37,cell_49,113.27841806805037
2079,cell_49,cell_67,192.2082204277434
2080,cell_180,cell_217,100.89598604503551
2081,cell_772,cell_779,185.29975715040752
2082,cell_217,cell_237,104.8655795274745
2083,cell_756,cell_772,76.02631123499285
2084,cell_651,cell_660,87.20091742636656
2085,cell_651,cell_696,193.9766232074923
2086,cell_5,cell_11,22.090722034374522
2087,cell_11,cell_14,206.81392603013947
2088,cell_811,cell_815,172.5688268488837
2089,cell_77,cell_113,38.8329756778952
2090,cell_14,cell_37,148.0
2091,cell_49,cell_77,26.68332812825267
2092,cell_67,cell_77,166.97305171793442
2093,cell_217,cell_260,72.0693103836196
2094,cell_772,cell_803,20.0
2095,cell_803,cell_811,123.82245353731285
2096,cell_282,cell_285,260.5379051117131
2097,cell_752,cell_772,119.33147112141039
2098,cell_772,cell_775,226.74214429611447
2099,cell_775,cell_803,83.54639429682169
2100,cell_156,cell_217,52.03844732503075
2101,cell_217,cell_282,54.405882034941776
2102,cell_811,cell_816,280.713376952364
2103,cell_77,cell_84,103.32399380301779
2104,cell_84,cell_113,85.64878392094077
2105,cell_841,cell_862,75.6042326857432
2106,cell_37,cell_67,18.973665961010276
2107,cell_37,cell_63,94.14881836751856
2108,cell_63,cell_67,56.85068161420758
2109,cell_188,cell_217,90.97252332435328
2110,cell_156,cell_188,24.08318915758459
2111,cell_217,cell_285,62.03224967708329
2112,cell_831,cell_841,145.83552379307312
2113,cell_141,cell_156,248.9738942138312
2114,cell_803,cell_805,52.839379254491625
2115,cell_775,cell_805,118.0454860414838
2116,cell_141,cell_188,184.1738309315414
2117,cell_63,cell_77,84.227995991604
2118,cell_696,cell_718,43.75701877921925
2119,cell_718,cell_725,135.08515832614626
2120,cell_63,cell_113,44.9337544348009
2121,cell_63,cell_137,46.17358552246078
2122,cell_137,cell_141,91.3892772703669
2123,cell_805,cell_811,126.1269202034205
2124,cell_63,cell_84,134.586309399208
2125,cell_217,cell_233,182.53766734567415
2126,cell_188,cell_233,69.07966415668217
2127,cell_651,cell_718,28.72244995590351
2128,cell_752,cell_775,67.67569726275453
2129,cell_233,cell_285,25.059928172283335
2130,cell_37,cell_56,73.78346698278686
2131,cell_56,cell_63,199.52944644838766
2132,cell_63,cell_141,12.165525060596439
2133,cell_718,cell_752,61.61168720299745
2134,cell_63,cell_121,121.91800523302537
2135,cell_121,cell_141,205.7668583615933
2136,cell_11,cell_18,108.25894882179486
2137,cell_14,cell_18,30.79243096624613
2138,cell_816,cell_831,31.240998703626616
2139,cell_752,cell_753,138.01449199268893
2140,cell_176,cell_188,195.97959077414157
2141,cell_176,cell_233,64.28063471995279
2142,cell_816,cell_826,127.7810627597063
2143,cell_753,cell_775,123.17467272130257
2144,cell_826,cell_831,114.52215251669621
2145,cell_718,cell_753,76.15773105863909
2146,cell_811,cell_812,17.88854381999832
2147,cell_805,cell_812,150.11297434680264
2148,cell_43,cell_56,363.23546082396746
2149,cell_63,cell_89,112.92475370794483
2150,cell_89,cell_121,43.08131845707603
2151,cell_812,cell_816,71.21797525905943
2152,cell_223,cell_233,192.67589366602144
2153,cell_176,cell_223,85.44003745317531
2154,cell_18,cell_43,72.99315036357864
2155,cell_116,cell_121,144.89996549343965
2156,cell_89,cell_116,68.35202996254024
2157,cell_56,cell_89,122.78436382536663
2158,cell_223,cell_241,124.53112060846478
2159,cell_176,cell_203,96.51942809610924
2160,cell_203,cell_223,136.61625086350452
2161,cell_18,cell_30,104.9952379872535
2162,cell_30,cell_43,303.3852523657614
2163,cell_89,cell_96,92.19544457292888
2164,cell_96,cell_116,96.82974749528164
2165,cell_116,cell_125,125.60254774486066
2166,cell_151,cell_176,98.48857801796105
2167,cell_125,cell_151,123.48279232346505
2168,cell_203,cell_241,89.19641248391103
2169,cell_151,cell_203,45.60701700396552
2170,cell_56,cell_96,150.5456741324705
2171,cell_96,cell_125,84.11896337925236
2172,cell_151,cell_190,31.240998703626616
2173,cell_190,cell_203,66.24198064671678
2174,cell_203,cell_213,106.30145812734649
2175,cell_213,cell_241,88.02272433866155
2176,cell_126,cell_151,206.18438350175796
2177,cell_126,cell_190,122.0
2178,cell_190,cell_213,117.2006825918689
2179,cell_97,cell_125,118.06777714516353
2180,cell_97,cell_151,28.284271247461902
2181,cell_241,cell_271,220.97346495158587
2182,cell_96,cell_97,70.9365914038728
2183,cell_97,cell_126,172.90459797240788
2184,cell_213,cell_231,55.60575509783138
2185,cell_231,cell_241,144.01388821915754
2186,cell_56,cell_97,62.12889826803627
2187,cell_56,cell_73,72.11102550927978
2188,cell_160,cell_213,18.439088914585774
2189,cell_160,cell_190,154.01298646542764
2190,cell_126,cell_160,146.78455823925262
2191,cell_160,cell_231,86.60742799339297
2192,cell_43,cell_73,38.32074338189731
2193,cell_73,cell_97,73.37574531137656
2194,cell_231,cell_271,18.0
2195,cell_30,cell_73,73.52883465434144
2196,cell_269,cell_271,103.78824596263297
2197,cell_231,cell_269,92.77930803794561
2198,cell_271,cell_278,113.65927820744535
2199,cell_97,cell_103,83.18653737234169
2200,cell_103,cell_126,134.84806264830058
2201,cell_154,cell_160,279.8104766488049
2202,cell_154,cell_231,83.78316986809894
2203,cell_269,cell_278,99.35793878699377
2204,cell_73,cell_103,25.298221281347036
2205,cell_126,cell_154,120.08519233232889
2206,cell_266,cell_278,195.72429588581997
2207,cell_249,cell_269,34.0
2208,cell_231,cell_249,33.28663395418648
2209,cell_249,cell_278,20.09975124224178
2210,cell_185,cell_231,71.02112361825881
2211,cell_185,cell_249,140.4563989286355
2212,cell_154,cell_185,239.23210486889087
2213,cell_249,cell_266,94.02127418834527
2214,cell_252,cell_266,225.22877258467668
2215,cell_154,cell_158,132.3782459469833
2216,cell_252,cell_276,241.66091947189145
2217,cell_158,cell_185,72.24956747275377
2218,cell_249,cell_252,69.9714227381436
2219,cell_276,cell_312,169.0562036720333
2220,cell_183,cell_185,181.10770276274835
2221,cell_158,cell_183,38.8329756778952
2222,cell_248,cell_252,80.89499366462674
2223,cell_248,cell_276,107.62899237658968
2224,cell_183,cell_192,170.69003953802118
2225,cell_272,cell_276,105.26157893552613
2226,cell_272,cell_312,70.45565981523414
2227,cell_192,cell_227,49.678969393496885
2228,cell_248,cell_272,52.3450093132096
2229,cell_227,cell_248,43.08131845707603
2230,cell_312,cell_324,34.0
2231,cell_238,cell_248,98.99494936611666
2232,cell_227,cell_238,137.9289943129169
2233,cell_192,cell_208,85.27602242131137
2234,cell_272,cell_299,184.62935844550833
2235,cell_299,cell_312,70.11419257183242
2236,cell_208,cell_227,116.87272507095184
2237,cell_299,cell_324,155.7562197795003
2238,cell_238,cell_272,131.04197800704932
2239,cell_208,cell_238,41.539404693085196
2240,cell_324,cell_328,164.43843832875572
2241,cell_247,cell_272,79.12016177940993
2242,cell_238,cell_247,109.41663493271945
2243,cell_208,cell_215,72.11102550927978
2244,cell_288,cell_299,154.63505424062166
2245,cell_272,cell_288,24.166091947189145
2246,cell_215,cell_238,49.39635614091387
2247,cell_247,cell_288,127.7810627597063
2248,cell_288,cell_324,27.202941017470888
2249,cell_177,cell_215,17.88854381999832
2250,cell_288,cell_328,6.0
2251,cell_288,cell_293,276.8104044287353
2252,cell_293,cell_328,45.60701700396552
2253,cell_215,cell_247,66.27216610312357
2254,cell_313,cell_328,104.34557968596465
2255,cell_293,cell_313,220.95248357961492
2256,cell_215,cell_229,80.72174428244226
2257,cell_229,cell_247,74.4043009509531
2258,cell_247,cell_254,90.37698822156003
2259,cell_254,cell_288,67.05221845696084
2260,cell_229,cell_254,137.7679207943562
2261,cell_254,cell_293,64.1248781675256
2262,cell_289,cell_293,126.25371281669304
2263,cell_254,cell_289,21.633307652783937
2264,cell_289,cell_313,86.37129152675674
2265,cell_907,cell_912,2.0
2266,cell_168,cell_194,2.0
2267,cell_520,cell_563,2.0084589117034835
2268,cell_356,cell_363,2.1660728186226192
2269,cell_712,cell_730,2.0
