,cell_1,cell_2,tension,relative_adhesion
732,cell_261,cell_295,80.4077873467093,3.3213446602945257e-18
733,cell_262,cell_266,153.17818058832452,5.504845515008497e-17
734,cell_262,cell_271,127.25509620152148,4.66676942929024e-18
735,cell_262,cell_280,76.86413251544779,6.416344998538566e-17
736,cell_262,cell_287,145.4104589920384,1.6883061407896784e-17
737,cell_262,cell_299,87.75441094832236,7.351537079659868e-19
738,cell_263,cell_281,263.09153711609645,1.4608333518247084e-17
739,cell_263,cell_282,4.845215892013632,3.0328370437509236e-17
740,cell_264,cell_268,104.14323274970482,9.080048895455754e-18
741,cell_264,cell_290,87.37499292961722,6.779512209364823e-18
742,cell_265,cell_271,211.1396080677139,1.6996294625616127e-17
743,cell_265,cell_296,136.54524135782128,1.261228448716171e-17
744,cell_266,cell_271,90.40801396708706,7.788206366244366e-17
745,cell_267,cell_276,164.32482909111522,1.4817968681107103e-19
746,cell_268,cell_290,65.88946989711168,1.5073047712137612e-17
747,cell_268,cell_302,173.90890077688405,9.153585379314243e-18
748,cell_269,cell_279,313.1856798688531,6.056272751782227e-17
749,cell_269,cell_280,273.0609960189277,5.451209386999358e-17
750,cell_269,cell_297,343.9000899954347,4.988536596775369e-17
751,cell_269,cell_299,289.7920797188588,6.458960037518778e-18
752,cell_270,cell_274,163.0041714646718,1.6409783300837074e-19
753,cell_270,cell_276,252.812570682262,3.0908033780263957e-20
754,cell_270,cell_285,293.1827701800291,1.3605605566290111e-18
755,cell_270,cell_289,129.53323071096958,1.599743403885297e-18
756,cell_271,cell_287,140.44349691473195,1.97931002711021e-17
757,cell_272,cell_273,476.16864766600463,3.139932719788778e-18
758,cell_272,cell_291,477.2222069989486,1.5473418023826033e-18
759,cell_272,cell_295,426.46978707027534,2.0229032171404507e-17
760,cell_273,cell_278,150.85835676600743,7.254696216669178e-19
761,cell_273,cell_291,3.5676227827659805,1.0324222305350425e-18
762,cell_274,cell_277,58.61398810875179,1.1094329365614337e-18
763,cell_274,cell_285,272.49007562029794,3.913510701819141e-19
764,cell_274,cell_288,61.45474505565128,3.5864455592971423e-19
765,cell_275,cell_286,53.10255494598832,1.510269234362965e-17
766,cell_275,cell_292,91.94336408802886,9.645498880468245e-18
767,cell_276,cell_289,171.7007567421711,2.085010295959964e-19
768,cell_276,cell_305,243.9176612476876,1.0505342782093702e-19
769,cell_277,cell_278,4.424414319653957,1.295592213765722e-17
770,cell_277,cell_288,45.869531615758746,9.261247753359736e-18
771,cell_277,cell_304,47.43964810972523,9.326649137827085e-19
772,cell_278,cell_291,150.52878775463125,9.61751610383088e-19
773,cell_278,cell_303,33.76710972875528,2.5538579836784386e-18
774,cell_278,cell_304,44.99995960238797,1.2495900029587302e-18
775,cell_279,cell_297,200.62969252325195,1.0568437787319587e-16
776,cell_279,cell_298,394.10207063536575,2.337128080841503e-17
777,cell_279,cell_311,219.21481589442152,2.136177083033383e-17
778,cell_279,cell_312,297.2741369065154,3.214121639860597e-17
779,cell_280,cell_299,23.265906208471897,4.766185366803123e-17
780,cell_281,cell_282,265.9796774813224,2.5270485066518245e-18
781,cell_281,cell_286,194.2680995728293,6.98496512978682e-18
782,cell_281,cell_300,126.06115531320783,1.221893718143547e-17
783,cell_282,cell_300,179.73952612595366,5.596691733301631e-18
784,cell_282,cell_310,159.8488756128061,8.79219634800917e-19
785,cell_283,cell_294,61.32902120348727,1.5120181082108774e-17
786,cell_283,cell_306,76.10738519124898,1.4997068393675684e-17
787,cell_283,cell_309,126.4136724669296,5.815192342641451e-18
788,cell_284,cell_292,178.70823102742204,4.616691588763653e-18
789,cell_284,cell_298,177.85512829312492,4.615872889470548e-18
790,cell_284,cell_313,236.9648886574263,1.953546869469494e-19
791,cell_285,cell_288,251.83414344799183,2.378416187170496e-18
792,cell_285,cell_289,155.138816085941,1.6126179244084931e-18
793,cell_285,cell_307,158.7079792677254,1.5475909360862207e-18
794,cell_286,cell_292,103.97656239543244,9.179078746826975e-18
795,cell_286,cell_300,83.4458936207938,8.860267293606986e-18
796,cell_286,cell_313,104.88764243676694,2.260432568127684e-18
797,cell_286,cell_324,174.4383958909861,1.3316266577612386e-17
798,cell_286,cell_327,188.92135175134152,9.708208763998265e-18
799,cell_287,cell_299,177.37960724046684,1.4607210091286628e-17
800,cell_287,cell_315,160.48403702166587,5.9893739434117234e-18
801,cell_287,cell_322,256.6756880834106,8.097713004265638e-18
802,cell_288,cell_304,4.364535200164322,2.6167365382631447e-18
803,cell_288,cell_307,118.723539406234,9.338742284702826e-19
804,cell_289,cell_305,82.86619181559365,9.667599296416663e-19
805,cell_289,cell_307,6.528628322303169,2.0329032894588696e-18
806,cell_289,cell_321,84.38516938434616,4.0122686191888406e-19
807,cell_290,cell_295,65.95512746399677,1.383786614771663e-17
808,cell_290,cell_302,127.61165892579136,1.5224509721297743e-17
809,cell_290,cell_319,67.95968871152083,1.2317027346304079e-17
810,cell_290,cell_323,72.9507516105976,2.3743094209774475e-17
811,cell_291,cell_295,86.06741599997352,2.4199531432544056e-18
812,cell_291,cell_303,110.5930099058749,1.4752640325542003e-18
813,cell_291,cell_308,86.68307359558118,5.39333679622466e-19
814,cell_291,cell_316,140.53363838864286,5.067696174581172e-19
815,cell_292,cell_313,127.09568766964334,3.306574895314671e-18
816,cell_293,cell_301,24.01311543218496,1.1218306961478019e-17
817,cell_293,cell_331,70.46634983913856,1.327795582122118e-18
818,cell_294,cell_301,71.99647077846814,2.5279366254508027e-17
819,cell_294,cell_309,127.16979570932152,1.833539818349304e-17
820,cell_294,cell_344,108.46028591105464,1.1385536053646708e-18
821,cell_295,cell_308,1.6837303972430435,2.290263583378128e-18
822,cell_295,cell_319,2.4503055909443963,1.9209334579657434e-17
823,cell_296,cell_302,247.2621760788204,1.0228237397191677e-17
824,cell_296,cell_315,140.55063641474194,1.6897688243684436e-17
825,cell_296,cell_317,152.57402151106672,2.655103700613406e-17
826,cell_296,cell_333,172.88490568240508,1.9834721014292513e-17
827,cell_296,cell_335,166.3486649764277,4.099244357005006e-18
828,cell_297,cell_299,342.1223676801819,1.9638659363534028e-17
829,cell_297,cell_311,279.32678350604283,5.213147312482109e-17
830,cell_298,cell_312,240.3298098060369,7.398435497991074e-18
831,cell_298,cell_318,178.6061087864248,1.0244209534987012e-17
832,cell_299,cell_311,72.8948407181367,3.665060077246175e-17
833,cell_299,cell_322,250.16932597018865,5.960687871328759e-18
834,cell_299,cell_325,114.9036547295765,1.2361082749248451e-17
835,cell_300,cell_310,156.16394749240268,1.2405022621342084e-19
836,cell_300,cell_320,136.71631397442405,1.0950486754834776e-17
837,cell_300,cell_324,128.6726785585498,1.0309568344073974e-17
838,cell_300,cell_336,8.615964553047672,1.1731237920226752e-17
839,cell_301,cell_331,82.74958913482024,2.252627399752449e-19
840,cell_301,cell_344,108.11466960624948,1.3610613079285167e-18
841,cell_301,cell_348,78.9252468388458,2.9045762052261682e-18
842,cell_301,cell_364,207.95185424672803,2.3644699356110294e-18
843,cell_302,cell_317,167.3250343720618,9.642533235256953e-18
844,cell_302,cell_323,156.7945940091044,2.0895361322169246e-17
845,cell_303,cell_304,32.06231616185534,4.324920554427588e-20
846,cell_303,cell_314,21.774709489049524,4.8287907713556345e-18
847,cell_303,cell_316,70.50258299035914,1.9126881614615197e-18
848,cell_304,cell_314,29.272061001748053,6.477440993278131e-18
849,cell_304,cell_328,100.19710993821464,5.288597828878428e-19
850,cell_305,cell_321,77.0017055904824,2.5795522073239307e-18
851,cell_306,cell_309,139.77007428132774,2.122136067336568e-17
852,cell_306,cell_344,58.60084494316772,8.55033092191741e-18
853,cell_306,cell_355,61.22091161526769,7.949454132172415e-17
854,cell_307,cell_321,81.55792084863653,1.5718460259020746e-18
855,cell_307,cell_334,151.4979710391195,3.168189048031144e-18
856,cell_308,cell_316,76.21408078021871,2.1833431144051876e-19
857,cell_308,cell_319,1.059919430840742,3.0269276641762745e-18
858,cell_308,cell_332,35.19750496653071,5.391163584644117e-19
859,cell_309,cell_344,125.2538258985261,3.2431971327087467e-18
860,cell_310,cell_320,195.67147352108512,1.2799722765175073e-18
861,cell_310,cell_329,343.5571687162239,1.3901930636891203e-18
862,cell_311,cell_312,71.3386878859996,2.440796757252816e-17
863,cell_311,cell_325,77.29440302640559,1.7182940485744948e-17
864,cell_311,cell_337,36.49056596760883,3.5873771438476925e-17
865,cell_312,cell_318,175.33805385053853,7.974097767904866e-18
866,cell_312,cell_337,33.2907531219956,2.935539315069605e-17
867,cell_312,cell_338,285.0976864190592,6.46196960600845e-18
868,cell_313,cell_326,167.6393754157401,1.0713748025023503e-18
869,cell_313,cell_327,264.0054845104996,3.4378231655025856e-18
870,cell_314,cell_316,74.38568658170942,3.2049549996654894e-18
871,cell_314,cell_328,80.74737771896116,1.2472474856888062e-18
872,cell_314,cell_340,64.06552640046363,1.282601485632563e-17
873,cell_315,cell_322,130.1672029121945,9.789264718529154e-18
874,cell_315,cell_335,104.07480993920716,1.1125633075658677e-17
875,cell_316,cell_332,57.48182947480294,1.905590123563865e-18
876,cell_316,cell_340,58.95512759091732,6.808494527929464e-18
877,cell_317,cell_323,20.55823230298135,3.7589146097219057e-17
878,cell_317,cell_333,171.82208625690998,1.456959598526837e-17
879,cell_317,cell_339,38.41986449137963,9.152289471073677e-18
880,cell_317,cell_352,115.60755513144498,1.315712123882346e-17
881,cell_318,cell_330,295.4773647645331,9.892594717702273e-18
882,cell_318,cell_338,295.95206549475074,5.866872070867236e-18
883,cell_318,cell_341,205.87873351496512,2.797919237888946e-18
884,cell_319,cell_323,50.45958339867997,1.3540014072997133e-17
885,cell_319,cell_332,34.962757516386226,6.547757745186072e-18
886,cell_319,cell_339,28.494875677712383,2.399272926204625e-17
887,cell_319,cell_351,67.52569965378376,1.984563172734587e-18
888,cell_320,cell_329,448.6103624726622,3.555452816820529e-18
889,cell_320,cell_336,127.95326959967726,2.963056085262565e-17
890,cell_320,cell_343,210.9758339774607,1.520744995407365e-18
891,cell_320,cell_349,252.57788864714712,1.2261385887839636e-18
892,cell_321,cell_334,189.50164508307248,2.8486735453713896e-18
893,cell_321,cell_353,219.32122562067693,9.688560759465477e-19
894,cell_322,cell_325,173.17149061044566,9.457724381259941e-18
895,cell_322,cell_335,192.739799611891,3.3131461136951792e-18
896,cell_322,cell_342,201.2618727035462,7.749072161336276e-18
897,cell_323,cell_339,43.266423659605486,2.7222228190588276e-17
898,cell_324,cell_327,183.5644290829348,3.4916248197034926e-17
899,cell_324,cell_336,127.04631199853245,1.5672295575066766e-17
900,cell_324,cell_349,245.34483094930908,1.7498521879272275e-17
901,cell_324,cell_366,295.2195756455293,8.008728647739456e-18
902,cell_325,cell_337,83.29654311904996,2.13827864439458e-18
903,cell_325,cell_342,23.43139852753925,8.250602503906748e-18
904,cell_325,cell_346,25.97990556624729,1.6608531985029798e-17
905,cell_325,cell_347,67.22943444943789,1.4893434127017345e-17
906,cell_326,cell_327,222.4309242161501,2.6396117638280782e-18
907,cell_326,cell_330,209.31954930470457,6.060499736053984e-18
908,cell_326,cell_345,141.84698515396374,4.176671065119649e-18
909,cell_327,cell_345,268.9883630774007,3.5213456835047606e-17
910,cell_327,cell_359,277.00643288691845,2.712361511298238e-17
911,cell_327,cell_366,299.34364610070463,1.5228628650086668e-18
912,cell_328,cell_334,119.99926468955988,2.3949793007348392e-18
913,cell_328,cell_350,4.217100504633251,4.963410827260537e-19
914,cell_329,cell_343,227.88881811741817,9.720398589467727e-19
915,cell_330,cell_341,127.23188469135349,3.5344818419718594e-17
916,cell_330,cell_345,134.43344789746214,5.1724048620716456e-17
917,cell_331,cell_348,12.59750672130668,7.315649379201973e-19
918,cell_331,cell_367,13.164766182445156,4.702746340839692e-19
919,cell_332,cell_340,35.19184420706578,4.9863532634388495e-18
920,cell_332,cell_351,48.87879790367788,5.0053680002937696e-18
921,cell_332,cell_360,44.83874938155001,2.4206265997390795e-18
922,cell_332,cell_365,50.309085562342005,1.4030451412000149e-18
923,cell_333,cell_335,135.60913238136524,8.972569971293568e-18
924,cell_333,cell_352,133.85405702340225,1.308561434062906e-17
925,cell_333,cell_356,94.40073493103615,1.617105225452913e-17
926,cell_334,cell_350,123.35689439933132,5.173753182569387e-19
927,cell_334,cell_353,144.69255597881724,1.762721431840941e-18
928,cell_335,cell_342,66.94271946711451,1.9227186820769567e-17
929,cell_335,cell_346,84.68250348172631,3.74633884095989e-18
930,cell_335,cell_356,128.63630676950004,9.430214153921717e-18
931,cell_336,cell_349,150.83863087355556,1.7117389367726517e-17
932,cell_337,cell_338,228.5271284489796,1.2419424370633523e-17
933,cell_337,cell_347,130.59653856927656,1.7628607952174535e-17
934,cell_337,cell_357,68.28792490945187,1.2282960597439477e-17
935,cell_337,cell_358,22.616183456832857,1.3844178269216206e-17
936,cell_337,cell_361,60.20411900432664,1.7529560707150413e-17
937,cell_338,cell_341,293.95069666675136,1.0967822032747998e-17
938,cell_338,cell_358,249.5970207393351,3.409444614480248e-18
939,cell_339,cell_351,44.708837359652286,1.5977737904952757e-17
940,cell_339,cell_352,70.92411091323882,2.4824707201376367e-17
941,cell_339,cell_369,66.67580824162886,1.2020324378262978e-17
942,cell_339,cell_372,73.45202722929854,5.133429185828595e-18
943,cell_340,cell_360,28.308925037081345,4.8622669366518046e-17
944,cell_340,cell_362,112.75379045174304,1.4832795685378248e-18
945,cell_340,cell_368,32.19304622600353,1.3259410525212856e-18
946,cell_341,cell_345,8.32470210208019,6.393713127915657e-17
947,cell_341,cell_358,49.23121081260027,1.0961132632105166e-17
948,cell_341,cell_375,169.79505273300367,1.3953446386992752e-17
949,cell_342,cell_346,32.618284795639745,7.550375550134675e-17
950,cell_343,cell_349,96.40214973130024,1.9503163178528964e-19
951,cell_343,cell_354,47.99313244727094,2.0255336181519714e-18
952,cell_344,cell_355,7.015990021382513,7.968715276104921e-18
953,cell_344,cell_364,153.40964500581478,7.123391122368285e-18
954,cell_344,cell_385,136.6827900858085,5.7784322520176875e-18
955,cell_344,cell_388,136.9851341990705,7.154028595842752e-19
956,cell_345,cell_359,34.561106087238215,1.0536112516556319e-16
957,cell_345,cell_375,169.18622633624756,4.443688244945164e-17
958,cell_345,cell_386,32.78498394025163,7.692938818307344e-17
959,cell_346,cell_347,65.09311703312532,4.867256844193526e-17
960,cell_346,cell_356,142.51095656471298,8.522142344254631e-18
961,cell_346,cell_357,63.58247305572424,1.9808172495916438e-17
962,cell_346,cell_373,60.12502113952404,4.74204828720294e-17
963,cell_347,cell_357,74.02515706614612,5.5481921375055115e-17
964,cell_348,cell_364,186.63890882884283,7.63840609658001e-18
965,cell_348,cell_367,3.320872208511751,8.149310020532817e-18
966,cell_348,cell_396,101.79631858098011,1.2128028797855903e-17
967,cell_349,cell_354,60.45576637650996,3.414034155017237e-17
968,cell_349,cell_366,197.03643625500035,9.797327083817487e-18
969,cell_349,cell_383,230.74270531515748,4.63009657446228e-18
970,cell_349,cell_384,444.71192174649633,1.7796560418415587e-17
971,cell_350,cell_353,41.987427124783146,3.2898756675033624e-19
972,cell_350,cell_362,52.09041719088816,5.575770350614715e-19
973,cell_350,cell_370,135.54162025818508,2.010228100155212e-18
974,cell_351,cell_365,45.23546517996415,7.13961360976953e-18
975,cell_351,cell_372,54.22397715559266,2.3247527526072935e-17
976,cell_352,cell_356,101.39037698979092,2.2686901503430236e-17
977,cell_352,cell_369,53.21072984145621,4.6759425826532624e-17
978,cell_352,cell_376,199.0581122780624,2.5881334985498815e-17
979,cell_352,cell_387,428.2205796710713,2.2733767169101922e-17
980,cell_353,cell_370,142.4647990018597,1.6802937603176984e-18
981,cell_354,cell_374,40.98054602667429,1.2924485160475476e-16
982,cell_354,cell_384,432.220626585448,4.968337943881301e-17
983,cell_354,cell_399,158.4986085318432,3.918017505508364e-17
984,cell_355,cell_363,461.4887806321844,2.5720456734571594e-18
985,cell_355,cell_371,244.5771675018779,6.864657019373958e-17
986,cell_355,cell_388,143.19754554819394,3.921239006001121e-17
987,cell_355,cell_392,202.8442661599605,3.5563757645573624e-17
988,cell_355,cell_398,213.4704805989768,2.0443349618526788e-17
989,cell_356,cell_373,85.9727474992729,9.200862101304652e-18
990,cell_356,cell_376,166.49036705948308,1.467197638678818e-17
991,cell_356,cell_378,53.88792601663661,7.890722402839977e-18
992,cell_356,cell_381,135.46789538915462,6.2791818889797576e-18
993,cell_357,cell_361,45.74942590781125,2.4428061637486783e-17
994,cell_357,cell_373,10.164488910676484,3.514383495783561e-17
995,cell_357,cell_390,76.98391969132622,2.2995365877397215e-17
996,cell_357,cell_397,5.317240736186814,6.04293366211509e-17
997,cell_358,cell_361,56.87091197362518,5.6670113795624406e-18
998,cell_358,cell_375,195.4094449961667,7.357341877776036e-18
999,cell_359,cell_366,55.82777890897263,2.3337706833392447e-17
1000,cell_359,cell_382,88.53182912819648,2.854289818520714e-17
1001,cell_359,cell_386,22.24737507347832,4.692603480530128e-17
1002,cell_360,cell_365,34.657732122531655,5.4022607694161006e-18
1003,cell_360,cell_368,18.648291325758805,8.740156722485095e-18
1004,cell_360,cell_377,25.920556421749826,2.6661480817325765e-17
1005,cell_361,cell_375,171.0803728693849,1.0823479418643888e-17
1006,cell_361,cell_389,112.33440948386652,5.173514900901979e-18
1007,cell_361,cell_390,88.18180134401798,2.185441990796193e-19
1008,cell_362,cell_368,97.55176364187037,3.976854595715507e-18
1009,cell_362,cell_370,166.94201534900307,9.02452464815045e-18
1010,cell_362,cell_380,111.62462842420304,4.677347104490849e-19
1011,cell_363,cell_371,315.18751329492324,2.5746450186842513e-17
1012,cell_363,cell_405,470.4347945169168,5.943934056037778e-18
1013,cell_364,cell_385,197.54006669787069,2.794609766350658e-17
1014,cell_364,cell_396,167.7665156517719,1.978995224572665e-17
1015,cell_365,cell_372,76.65474182924925,3.5153579245384304e-18
1016,cell_365,cell_377,22.059730856259275,1.1650166504662063e-17
1017,cell_365,cell_402,58.67417742224714,1.0347165347923668e-17
1018,cell_366,cell_382,65.11522451603648,3.8353264409424584e-18
1019,cell_366,cell_383,61.26409487357098,1.3871712437518324e-17
1020,cell_367,cell_396,103.17112542716984,1.5096977114288951e-18
1021,cell_367,cell_408,51.6682484364659,3.126136578213741e-17
1022,cell_368,cell_377,14.662630387087908,3.366753434879867e-18
1023,cell_368,cell_379,13.797442817388715,1.8998856600070863e-18
1024,cell_368,cell_380,21.573842484918192,3.6710074911505447e-19
1025,cell_369,cell_372,24.077825331736506,6.402774724502394e-17
1026,cell_369,cell_387,441.0233423159938,4.053791663662862e-17
1027,cell_369,cell_402,115.90698334213492,1.0300685823051157e-17
1028,cell_369,cell_404,591.4420606442376,2.192316784259861e-17
1029,cell_369,cell_417,496.52078272020105,2.54975453336272e-17
1030,cell_370,cell_380,151.43619413598742,4.638992035786258e-19
1031,cell_371,cell_392,192.75581081602,4.481938580283996e-17
1032,cell_372,cell_402,117.930236851402,2.2639435675388564e-17
1033,cell_373,cell_378,88.38830568806952,9.332079079845502e-18
1034,cell_373,cell_393,93.11272650849725,1.0716953931219526e-17
1035,cell_373,cell_397,12.1795675169505,4.0133487003752274e-17
1036,cell_373,cell_406,108.01945144915304,2.57705107261882e-17
1037,cell_374,cell_391,111.68656029538704,4.480296518185164e-18
1038,cell_374,cell_399,121.85839654806873,5.682819255457998e-17
1039,cell_374,cell_401,117.68165693463092,5.72289734181182e-17
1040,cell_375,cell_386,199.19699543055307,2.69490866579216e-17
1041,cell_375,cell_389,205.79215408307664,3.827773628124138e-18
1042,cell_375,cell_400,204.45708472771847,4.309084377912821e-17
1043,cell_375,cell_410,229.67556368735737,1.8601237181780985e-17
1044,cell_376,cell_381,112.94374057503002,2.1093851539831195e-17
1045,cell_376,cell_387,507.5571920957777,2.1215269812565808e-17
1046,cell_377,cell_379,9.342712935657527,4.9372409872736585e-18
1047,cell_377,cell_380,18.536625845900566,9.725586400197541e-18
1048,cell_377,cell_402,38.07670490175883,6.658717984771423e-17
1049,cell_378,cell_381,131.7346845887179,6.3906372099301705e-18
1050,cell_378,cell_393,82.60600472539004,8.694730314884224e-18
1051,cell_379,cell_380,11.805266460953153,2.6659293989369075e-18
1052,cell_380,cell_402,39.741596156491525,8.469749373697559e-19
1053,cell_380,cell_407,128.4755254706443,7.806776945428762e-18
1054,cell_380,cell_413,119.14064656732164,9.349186500197254e-19
1055,cell_380,cell_416,86.5079164311692,8.352751229699542e-19
1056,cell_381,cell_387,573.4930086827329,2.076170917461493e-18
1057,cell_381,cell_393,151.88556677153662,1.4557549390585756e-17
1058,cell_381,cell_403,964.6654600847506,8.66353547266542e-18
1059,cell_382,cell_383,10.972000843964942,2.691541549086258e-17
1060,cell_382,cell_386,97.97086282165604,2.2983394040156715e-17
1061,cell_382,cell_395,136.4429761270039,1.1307759591691258e-17
1062,cell_382,cell_414,152.99637500984113,3.68515475002352e-17
1063,cell_383,cell_384,567.8269873101812,1.3319588172835883e-17
1064,cell_383,cell_395,131.341301718039,1.5629032239384392e-17
1065,cell_384,cell_395,455.47300548927046,3.972844730574308e-17
1066,cell_384,cell_399,455.7681329445288,3.2679376063722906e-17
1067,cell_385,cell_388,5.864834758632183,6.637413970976471e-17
1068,cell_385,cell_396,163.9721390567192,3.6332439934492425e-17
1069,cell_385,cell_398,219.2625360821289,1.3896100138171728e-17
1070,cell_385,cell_418,123.38559302959078,2.6755048370398173e-17
1071,cell_386,cell_410,146.67338308264382,5.457575655234859e-17
1072,cell_386,cell_419,144.36178390104732,7.326495244709676e-17
1073,cell_387,cell_403,1036.9311646995986,1.525794979201159e-17
1074,cell_387,cell_404,633.443918237425,1.0741870927431706e-17
1075,cell_388,cell_398,219.1659502822732,3.3040521074355665e-17
1076,cell_389,cell_390,67.19558040043258,9.235477376899412e-18
1077,cell_389,cell_400,2.705772575375417,1.9751126966575434e-17
1078,cell_389,cell_422,146.92317032147912,5.626456614908899e-18
1079,cell_390,cell_397,73.471876579711,6.03030998696546e-17
1080,cell_390,cell_422,154.53601050613267,9.738300877306354e-18
1081,cell_390,cell_433,90.08132253801456,1.6471220238666254e-17
1082,cell_391,cell_394,56.77553127165998,9.44662008285013e-19
1083,cell_391,cell_401,125.49232426112629,5.270563433708719e-18
1084,cell_392,cell_398,202.2508859586148,3.433704149789917e-17
1085,cell_392,cell_405,55.21126603753583,5.953237466381022e-17
1086,cell_392,cell_412,9.834071042530145,4.0148494230535295e-17
1087,cell_392,cell_434,232.1954629194917,1.579030537309993e-17
1088,cell_392,cell_443,201.27688530405112,1.1448956973841743e-17
1089,cell_393,cell_403,807.7111907561448,2.809658300074474e-17
1090,cell_393,cell_406,87.28278118600126,5.866309540005057e-17
1091,cell_393,cell_423,93.61199877602398,4.2807092685075704e-17
1092,cell_394,cell_401,107.7313984083501,1.617421627787204e-18
1093,cell_394,cell_409,41.41480822807384,8.665072568560076e-18
1094,cell_394,cell_421,40.05320674672238,1.8067022437170867e-18
1095,cell_395,cell_399,20.50630517632732,3.376307324059205e-17
1096,cell_395,cell_414,87.93286275306552,7.111834584761715e-17
1097,cell_395,cell_415,20.066055175216825,8.296001002820962e-17
1098,cell_396,cell_408,41.22924578229824,4.6953438698723617e-17
1099,cell_396,cell_418,94.55031968606968,7.043652523151816e-18
1100,cell_396,cell_429,7.481382000023303,6.213269118904029e-17
1101,cell_396,cell_430,60.37114372616961,8.764345768188879e-18
1102,cell_396,cell_431,32.73961724414804,8.094293665246708e-18
1103,cell_397,cell_406,112.70056058690923,1.4276280529705478e-16
1104,cell_397,cell_423,103.88573609669702,1.0287737892764165e-16
1105,cell_397,cell_433,55.27760369386248,1.4028871486371355e-16
1106,cell_397,cell_442,82.63411602535376,5.0018249953600636e-17
1107,cell_398,cell_412,199.9708579091115,1.5960777961806015e-17
1108,cell_398,cell_418,114.67939721048916,1.6851302812782312e-17
1109,cell_399,cell_401,152.7477086607915,1.0389660925917466e-16
1110,cell_399,cell_415,0.4161774103867908,3.7567003597472634e-16
1111,cell_399,cell_426,163.64082344743443,3.051013352695477e-17
1112,cell_399,cell_437,221.02573494848977,7.560932879386527e-17
1113,cell_399,cell_451,278.8424694903745,2.781695846051793e-17
1114,cell_399,cell_452,130.7703630009266,2.2744271807706182e-17
1115,cell_400,cell_410,117.4058924816494,5.296348672788497e-17
1116,cell_400,cell_422,147.23823579980456,2.8184575890784864e-17
1117,cell_400,cell_424,107.00786674226326,1.5393982263116888e-16
1118,cell_401,cell_421,93.99649634954936,2.9763629149929e-18
1119,cell_401,cell_426,123.86151344734702,3.6255941237445e-17
1120,cell_402,cell_407,109.19910890278666,4.928038383452421e-17
1121,cell_402,cell_417,448.500304045647,4.096939839636417e-17
1122,cell_402,cell_425,2.3069781960341027,5.446440803130813e-17
1123,cell_402,cell_428,41.96924179583688,3.9425072237694073e-17
1124,cell_403,cell_404,464.9896605501999,2.3221094897630045e-17
1125,cell_403,cell_423,799.3056885408962,3.9796335582722825e-17
1126,cell_403,cell_432,785.9383567410374,1.8809054088603563e-17
1127,cell_404,cell_417,886.7504056573938,6.7485570360777345e-18
1128,cell_404,cell_427,515.2716045496069,1.802287929280717e-17
1129,cell_404,cell_432,511.9466244420629,5.882052075526915e-18
1130,cell_406,cell_423,115.5182283200684,1.7448532809954285e-16
1131,cell_407,cell_413,207.3553587329561,4.0985228720474974e-18
1132,cell_407,cell_425,108.62801347751656,3.366067324277587e-17
1133,cell_407,cell_435,451.4193753482688,1.3033559225613957e-18
1134,cell_408,cell_411,80.79609310932936,6.55399227519776e-17
1135,cell_408,cell_430,31.163682266772565,5.2978399160817034e-17
1136,cell_408,cell_436,84.34213926722663,1.1898194963988514e-18
1137,cell_409,cell_411,141.21857688377273,3.07006249616221e-17
1138,cell_409,cell_421,46.54237738316671,1.550690426605507e-17
1139,cell_409,cell_438,82.9002600908887,3.083380122524785e-17
1140,cell_410,cell_419,34.05925890764875,2.4486950169644677e-16
1141,cell_410,cell_424,10.067768289809893,3.061858537344596e-16
1142,cell_411,cell_436,38.08273104519635,1.8046171027967725e-17
1143,cell_411,cell_438,95.79082643927256,9.753997587177476e-18
1144,cell_411,cell_440,34.9380698467272,3.52774140297069e-17
1145,cell_411,cell_441,22.4098229006672,2.988680757600258e-17
1146,cell_412,cell_434,236.28376680136705,4.177405325308727e-18
1147,cell_413,cell_416,79.3401590930181,8.465131577792223e-19
1148,cell_413,cell_435,471.0125195095282,6.246217986695353e-20
1149,cell_414,cell_415,83.22145503219897,3.253252417291937e-16
1150,cell_414,cell_420,53.21949177217326,2.857562512661683e-16
1151,cell_414,cell_456,166.17010045069276,7.00170204676881e-17
1152,cell_415,cell_452,130.70641574066556,6.79205371329353e-17
1153,cell_415,cell_456,118.173294207835,9.039726173347454e-17
1154,cell_415,cell_460,117.83693601751092,7.063143224348605e-17
1155,cell_416,cell_435,409.5124081576574,3.9132818296896973e-19
1156,cell_417,cell_427,486.7184142178844,2.236565877097958e-17
1157,cell_417,cell_428,407.48928432302137,6.934106856377836e-17
1158,cell_418,cell_431,49.22140227814708,9.106725936157662e-18
1159,cell_418,cell_434,261.15472781879134,1.8107661359308063e-18
1160,cell_418,cell_444,163.58624540120056,4.435118907986799e-18
1161,cell_418,cell_446,159.73266769710503,2.8186485266752957e-18
1162,cell_419,cell_420,179.25892299092544,3.2750165256684e-16
1163,cell_419,cell_459,545.8739970024084,3.254832282990349e-16
1164,cell_420,cell_456,179.32155720024318,1.0559076375316178e-16
1165,cell_420,cell_459,754.5596188108346,5.0572477201580994e-17
1166,cell_421,cell_426,78.94503052635146,8.261724673841391e-18
1167,cell_421,cell_437,157.86813393640062,9.110560188315795e-18
1168,cell_421,cell_438,39.54527919317356,1.0384964838371944e-17
1169,cell_421,cell_445,170.83105005913404,7.70838898314805e-18
1170,cell_422,cell_424,136.30933987894318,1.1450192932830778e-16
