,cell_1,cell_2,tension,relative_adhesion
444,cell_162,cell_186,168.26034560117375,1.6804789682771738e-18
445,cell_163,cell_168,34.57985862629321,1.840673484686256e-19
446,cell_163,cell_178,36.81823965371168,4.604372970715989e-19
447,cell_163,cell_183,120.03518000805434,4.527616049359689e-21
448,cell_164,cell_171,96.4472039864723,6.830188732890735e-18
449,cell_164,cell_174,120.62735938126896,1.5058167066184215e-18
450,cell_165,cell_177,184.0289454820172,1.7988837310297958e-19
451,cell_165,cell_180,163.28470554270086,6.301986565788604e-20
452,cell_165,cell_181,145.02277357347288,8.074127156100054e-19
453,cell_166,cell_172,72.1308770551454,1.5119813265202765e-18
454,cell_166,cell_177,88.4401635468384,5.71732329934627e-18
455,cell_167,cell_179,103.14938534190117,3.636116104049358e-18
456,cell_168,cell_173,9.430564223476916,2.4786232726888574e-19
457,cell_168,cell_178,10.680696771568826,1.2037717973764455e-18
458,cell_169,cell_175,10.978054430080796,2.6268241368953577e-18
459,cell_169,cell_183,155.75388025815562,6.131266386956533e-19
460,cell_169,cell_188,48.12829154155873,9.310954971268872e-19
461,cell_170,cell_176,367.9075529866302,2.144684435970643e-18
462,cell_170,cell_184,105.8660006752186,6.543594926861602e-18
463,cell_170,cell_187,99.73396103000812,3.9160037361129226e-18
464,cell_171,cell_174,49.40273850113152,5.152643451583508e-18
465,cell_171,cell_179,3.6012791834250466,1.4532751957623562e-17
466,cell_171,cell_189,21.52184558858556,7.47572203706429e-18
467,cell_171,cell_197,21.761555081615764,1.4356869672797978e-17
468,cell_171,cell_202,20.10708182743992,3.506984148214541e-18
469,cell_172,cell_174,59.64929997725691,5.470828090312035e-18
470,cell_172,cell_177,94.09402526120768,5.9024228457015986e-18
471,cell_172,cell_193,89.43371036569192,1.5900128779732525e-18
472,cell_173,cell_178,8.008872577545482,7.755354046729689e-19
473,cell_173,cell_186,181.81248273164903,4.9059654484912105e-20
474,cell_173,cell_192,211.53124248218097,4.0229257943031034e-19
475,cell_174,cell_189,41.71615253110171,7.093166847458305e-18
476,cell_174,cell_193,58.039206169897454,8.234958684617946e-18
477,cell_175,cell_182,37.50123150999603,7.535720411064778e-19
478,cell_175,cell_188,38.67737688448829,2.24673873052883e-18
479,cell_175,cell_194,91.00799371115528,1.8840104826025377e-19
480,cell_176,cell_186,431.5371401434314,1.232184703677607e-18
481,cell_176,cell_187,345.2984699840343,1.6241646607018483e-18
482,cell_176,cell_191,375.3397885137895,2.2097080852418926e-18
483,cell_176,cell_195,455.5558861011127,6.372624404689787e-19
484,cell_177,cell_180,95.70833190756548,3.114460738843855e-17
485,cell_177,cell_193,102.10218513791506,7.278357186065233e-18
486,cell_177,cell_199,107.60659054315524,1.6864563910331903e-18
487,cell_178,cell_183,98.3744941679759,3.0425350866631043e-18
488,cell_178,cell_192,208.75950657573767,2.906849947272052e-18
489,cell_178,cell_206,206.98289688794188,1.8499825307685623e-18
490,cell_179,cell_184,72.31711498375951,1.1064771957742816e-17
491,cell_179,cell_196,64.28794017422115,1.0577967517437584e-17
492,cell_179,cell_202,20.10436143920161,2.8511569321232215e-18
493,cell_180,cell_181,53.03653394678887,1.3525738849457208e-17
494,cell_180,cell_198,80.73995203442719,9.159778999919275e-18
495,cell_180,cell_199,110.25727801180642,1.2239405901698119e-18
496,cell_180,cell_207,121.22142346699088,2.070877493554391e-17
497,cell_180,cell_210,113.17638217992643,3.1981644545218133e-18
498,cell_181,cell_185,10.952440913679736,1.2405475923437564e-17
499,cell_181,cell_198,98.3342842472613,3.145401383908708e-18
500,cell_182,cell_190,53.85139825102072,4.575403669994027e-18
501,cell_182,cell_194,71.28203565565356,8.308065776829566e-19
502,cell_183,cell_188,132.80712762274084,1.9330524636667444e-18
503,cell_183,cell_206,195.18982345713167,2.7933416914455163e-18
504,cell_183,cell_213,225.2661601762267,7.090510050678954e-19
505,cell_184,cell_187,20.67925460605549,1.1658762165566953e-17
506,cell_184,cell_191,90.00273729604096,2.8757180261247516e-17
507,cell_184,cell_196,75.2935483764076,2.2957528841861194e-17
508,cell_184,cell_214,170.2534100709951,2.3639490019139343e-17
509,cell_184,cell_221,95.08096786368594,1.2509493995030174e-17
510,cell_185,cell_198,93.38149804157456,5.701296276071762e-18
511,cell_185,cell_204,104.3870256344034,1.5816739727701153e-18
512,cell_186,cell_192,171.7684305186537,1.490847959981428e-18
513,cell_186,cell_195,314.5171898079959,7.230895173623588e-19
514,cell_186,cell_200,114.3358533738322,1.2156583039279497e-18
515,cell_187,cell_191,112.38039490199998,5.412829628627433e-18
516,cell_188,cell_194,78.06891847680838,1.1757509809484912e-18
517,cell_188,cell_211,54.95135913635662,5.615527268125339e-18
518,cell_188,cell_213,103.6109065647302,2.0984867280400757e-18
519,cell_189,cell_193,20.71099589271513,8.554501863729338e-18
520,cell_189,cell_197,4.375114763825509,1.1087310093872456e-17
521,cell_190,cell_194,96.2047688382503,4.858320319333622e-19
522,cell_190,cell_201,86.20528762192585,2.0170352380710117e-18
523,cell_190,cell_205,42.56040906207035,5.781625022607499e-18
524,cell_191,cell_195,159.3348288729429,2.4988402592750395e-18
525,cell_191,cell_212,142.25495942428455,9.501607463049939e-19
526,cell_191,cell_214,167.65964676363393,7.556045980619749e-18
527,cell_192,cell_200,135.08327482710277,1.7450265298601842e-18
528,cell_192,cell_206,256.59721845169787,2.0978015858837607e-18
529,cell_192,cell_209,142.23683638778675,1.49416056870545e-18
530,cell_193,cell_197,24.43047098496837,4.960146068228492e-18
531,cell_193,cell_199,30.5050857852746,1.0107062527378604e-18
532,cell_193,cell_203,29.91936298476205,1.1771815621065288e-17
533,cell_194,cell_201,47.56534070165015,1.0567115657066837e-18
534,cell_194,cell_211,121.26495448099142,1.2139980828071634e-18
535,cell_194,cell_217,137.25357718386954,6.37114407950158e-20
536,cell_195,cell_200,368.5763285697666,2.2151667237716193e-19
537,cell_195,cell_208,180.8524988669976,5.69203535539567e-19
538,cell_195,cell_212,181.3093171827773,3.13609420187163e-19
539,cell_196,cell_202,69.98530591361283,2.200232440340763e-18
540,cell_196,cell_221,83.30409903534584,4.536226737464915e-18
541,cell_197,cell_202,25.221489326130065,6.2413635923502574e-18
542,cell_197,cell_203,44.73027478372168,3.79172752811325e-18
543,cell_197,cell_220,129.40257852958564,1.8972941203035635e-17
544,cell_198,cell_204,21.17273096898229,1.2072432593382102e-17
545,cell_198,cell_207,96.8692755161827,2.1114984793476855e-17
546,cell_198,cell_222,255.7190120275425,6.33435060452791e-18
547,cell_199,cell_203,8.75470906709147,2.015199178284574e-18
548,cell_199,cell_210,19.87455255107848,4.687865057535698e-18
549,cell_200,cell_208,209.49492448279096,6.065813852428977e-19
550,cell_200,cell_209,7.394100049967038,1.7086905796325145e-18
551,cell_201,cell_205,112.03710401117182,4.772735494840054e-19
552,cell_201,cell_217,134.02783567501905,1.0229111694098508e-18
553,cell_201,cell_219,112.07884800798858,4.741411695762136e-19
554,cell_201,cell_224,150.1220404483256,1.4536717775675228e-19
555,cell_202,cell_220,140.17248071446258,5.962386972421341e-18
556,cell_202,cell_227,53.75383111748067,3.863063405829482e-18
557,cell_203,cell_210,26.62621204347956,2.8587869589771717e-18
558,cell_203,cell_220,130.28598519227037,1.644450523375038e-17
559,cell_203,cell_226,214.83716793724025,8.698572480537045e-18
560,cell_203,cell_241,58.82018200274947,3.75790726086194e-18
561,cell_204,cell_215,333.90021517722386,2.045065302086371e-18
562,cell_204,cell_222,263.210147256933,6.35047826982445e-18
563,cell_205,cell_216,96.4133656185968,6.243051273505703e-19
564,cell_205,cell_219,53.24904573841664,9.051208422548872e-19
565,cell_205,cell_228,94.93287162178127,9.356412409262287e-19
566,cell_206,cell_209,170.06803760897637,3.630619483438565e-18
567,cell_206,cell_213,205.5596038364669,6.565430081450846e-18
568,cell_206,cell_223,138.4549178009275,6.186938084504365e-18
569,cell_206,cell_225,0.8467159205670006,3.157971421477614e-17
570,cell_207,cell_210,163.46531759568518,5.699614813856399e-17
571,cell_207,cell_222,274.7729432954097,1.6371484369670005e-17
572,cell_207,cell_230,173.91163172288586,2.980766139291711e-17
573,cell_208,cell_209,210.59850824531907,9.322055316348148e-19
574,cell_208,cell_212,112.79395309424848,7.225488906733655e-19
575,cell_208,cell_223,215.4278168434792,1.8299039578130825e-18
576,cell_208,cell_233,193.6327890549568,6.836689366935252e-19
577,cell_208,cell_236,160.31338973956088,2.504327136367072e-18
578,cell_208,cell_243,175.59944221023514,5.270435692464618e-19
579,cell_209,cell_223,64.08346830821748,4.467561913270228e-18
580,cell_210,cell_226,207.2341397328332,1.2621443614163413e-17
581,cell_210,cell_230,89.62190670039963,2.7226267384522788e-17
582,cell_210,cell_242,202.16222407206715,3.182243053060016e-17
583,cell_210,cell_251,90.51685465111262,1.437419529546786e-17
584,cell_211,cell_213,97.84732242415993,3.1060844735698743e-18
585,cell_211,cell_217,21.238022795063863,1.4295330230414902e-17
586,cell_211,cell_229,40.51606875996632,1.504659672005267e-18
587,cell_212,cell_214,123.59965359872668,2.222527126975389e-18
588,cell_212,cell_233,160.43041707570322,5.643141863826542e-19
589,cell_213,cell_225,205.8395846700939,9.787282720496233e-19
590,cell_213,cell_229,76.62354065103152,4.3601697375623266e-18
591,cell_213,cell_232,193.88456798829912,3.632409609967491e-18
592,cell_213,cell_238,89.49565023537517,6.24013596869543e-18
593,cell_214,cell_221,218.92970346195136,5.041187454067105e-18
594,cell_214,cell_233,229.5164761192136,2.314017830723434e-18
595,cell_214,cell_240,210.99832925332385,7.72320902262778e-18
596,cell_215,cell_222,461.87790236295865,1.7638985693881084e-18
597,cell_215,cell_230,235.4822423374212,1.0074726524973395e-18
598,cell_216,cell_228,4.529866955729981,3.872332781910659e-18
599,cell_217,cell_224,53.14900048369044,3.3534762435221893e-18
600,cell_217,cell_229,41.69455778835827,7.218888792305276e-18
601,cell_217,cell_237,47.30506854790724,2.933847814344656e-18
602,cell_218,cell_228,121.46900093995444,3.7332000046748994e-18
603,cell_218,cell_249,125.8779377841327,3.884690269568996e-18
604,cell_219,cell_224,95.39951309192662,9.86150852483357e-19
605,cell_219,cell_228,101.30424111485576,1.3292610250104035e-18
606,cell_219,cell_235,128.52611761088735,1.9421022571351043e-18
607,cell_219,cell_239,84.8180511447155,4.1201099020352664e-19
608,cell_220,cell_227,175.3126258769624,8.110964108488772e-18
609,cell_220,cell_241,136.9419010881028,2.985106576427143e-17
610,cell_220,cell_247,187.69802832654707,1.6530773918226024e-17
611,cell_221,cell_227,48.70273704379292,6.316833090406936e-18
612,cell_221,cell_240,63.550747494664655,5.171620611011694e-18
613,cell_221,cell_245,69.72106972149362,5.397900316069329e-18
614,cell_222,cell_230,331.4797182101888,1.4234980870739748e-17
615,cell_223,cell_225,138.17057158942004,1.9726909175293244e-17
616,cell_223,cell_236,210.55226821634824,1.0949202354469689e-17
617,cell_224,cell_237,55.31552305473561,1.6233136577943969e-18
618,cell_224,cell_239,67.5774978108271,6.022612454733761e-19
619,cell_225,cell_232,184.3069898298011,4.240490639138079e-17
620,cell_225,cell_236,232.5473561207699,5.193951044908065e-18
621,cell_226,cell_241,265.93999833115515,4.531972484316773e-18
622,cell_226,cell_242,253.8306990981714,1.6649222254690665e-17
623,cell_227,cell_245,42.94009102925993,1.0671466649519085e-17
624,cell_227,cell_247,51.34181633511773,1.1761670414559997e-17
625,cell_228,cell_235,106.58859000001412,6.964378809916237e-18
626,cell_228,cell_249,77.54702563537907,7.050494635555642e-18
627,cell_228,cell_250,104.02856595442822,7.673885975172458e-18
628,cell_228,cell_267,69.11779501861274,1.5447123454567595e-18
629,cell_229,cell_237,16.61961764457306,5.480440017685548e-18
630,cell_229,cell_238,74.53829726872299,2.747248810565212e-18
631,cell_229,cell_244,36.821875578377245,6.1605353071795125e-18
632,cell_230,cell_234,131.44403477626042,3.5050166736108516e-18
633,cell_230,cell_251,33.73450642436109,1.005141662062943e-17
634,cell_230,cell_252,38.06244897954269,5.118908274055312e-17
635,cell_231,cell_283,66.79361766012013,1.3075819819834485e-17
636,cell_231,cell_293,112.51737763783716,1.0362171234427478e-17
637,cell_231,cell_294,111.9020635766072,2.4657004548918145e-17
638,cell_231,cell_301,95.43474008784608,1.0235984300385536e-17
639,cell_232,cell_236,334.65328257096934,2.7509675025538354e-19
640,cell_232,cell_238,144.1901393956844,2.3711388149581255e-17
641,cell_232,cell_246,220.11564333641303,1.771147197386868e-17
642,cell_232,cell_256,181.1125152405473,1.1619410019774676e-17
643,cell_233,cell_240,228.49610104615715,1.4074301307953004e-18
644,cell_233,cell_243,243.5013639091173,8.726059331990983e-19
645,cell_233,cell_254,247.9573776953469,3.2616825661759388e-18
646,cell_234,cell_248,117.995487342786,3.5235156705785e-18
647,cell_234,cell_252,151.00794213956542,5.0472153770549114e-18
648,cell_234,cell_258,163.32960281228182,3.0201559359322695e-19
649,cell_234,cell_259,114.53780101797116,1.6716478474297193e-17
650,cell_235,cell_239,134.9762072980066,9.563389704158006e-19
651,cell_235,cell_250,103.29865124719556,2.9438611456225274e-18
652,cell_235,cell_255,358.70193861771247,5.490230552616416e-19
653,cell_236,cell_243,60.092402977426445,2.8246930423437897e-18
654,cell_236,cell_246,138.8427932037003,1.2140270288962437e-17
655,cell_236,cell_261,166.51820704481236,3.964366535132589e-18
656,cell_236,cell_264,171.78319097608215,1.0888373365786956e-18
657,cell_237,cell_239,14.332590000780774,1.0547138637374909e-18
658,cell_237,cell_244,27.25987916289466,5.550940568454334e-18
659,cell_237,cell_253,26.054054278584434,4.7146589502363915e-18
660,cell_237,cell_257,37.87320975462576,3.551936574870889e-18
661,cell_238,cell_244,48.432773797234006,1.6740998469099738e-17
662,cell_238,cell_256,53.46605322766877,2.147725967168238e-17
663,cell_239,cell_253,20.929356041599927,1.9994373245691542e-18
664,cell_239,cell_255,316.8380054956531,3.6415361121589373e-19
665,cell_240,cell_245,11.392468569618654,6.931170066554618e-18
666,cell_240,cell_254,32.79531564021535,1.5479267279299513e-17
667,cell_240,cell_265,110.37975996041438,5.981727385657679e-18
668,cell_241,cell_242,217.88796316296217,3.5943345657713544e-17
669,cell_241,cell_247,99.83683662814389,3.7885689408890844e-18
670,cell_241,cell_262,124.24966469292326,4.3201670254631296e-17
671,cell_241,cell_269,248.47811346438945,3.646631121553027e-17
672,cell_241,cell_280,96.9008188146142,7.25875908129153e-18
673,cell_242,cell_251,291.13542022220554,3.6431844590471614e-17
674,cell_242,cell_269,471.9627216192325,3.559328454119595e-17
675,cell_242,cell_279,502.36459212299775,3.000889757745378e-17
676,cell_243,cell_254,147.11490674832686,2.17234003539241e-18
677,cell_243,cell_264,160.5944796549134,1.944990004635475e-18
678,cell_243,cell_268,140.61969328660794,2.253088571688614e-18
679,cell_244,cell_256,41.56428137788529,1.0283993146090099e-17
680,cell_244,cell_257,15.497546623747702,2.265688653054122e-17
681,cell_245,cell_247,14.2654153812582,1.392434333289274e-17
682,cell_245,cell_265,111.84458284998344,8.42794967604428e-18
683,cell_245,cell_266,158.55516758622716,3.755177703985011e-18
684,cell_245,cell_271,108.39254223295411,8.595337845550722e-18
685,cell_246,cell_256,108.8247216501495,1.636250683708485e-17
686,cell_246,cell_261,128.08536657108723,5.8064742123389836e-18
687,cell_246,cell_272,474.50647506772566,1.526585746982878e-17
688,cell_246,cell_273,104.78764955839418,1.4795163576552471e-18
689,cell_247,cell_262,42.87042612164349,3.3831721798200956e-17
690,cell_247,cell_266,145.45024499873293,2.970758095351415e-17
691,cell_248,cell_259,138.75167786163078,9.29439425219989e-18
692,cell_248,cell_260,112.79424837589605,1.1483958607534227e-17
693,cell_248,cell_275,112.8325639241789,5.506650669891618e-18
694,cell_249,cell_267,60.14053185962928,1.2116478945623535e-18
695,cell_250,cell_255,331.6487305538536,5.086766205560601e-19
696,cell_250,cell_267,110.24335439162326,2.3192110591965285e-19
697,cell_250,cell_270,84.18892262884731,2.8375466051775635e-18
698,cell_250,cell_276,166.80691580958643,2.9578097319527564e-19
699,cell_251,cell_252,17.105822305970154,6.02884331786767e-17
700,cell_251,cell_279,302.0568536662016,5.625454316192224e-17
701,cell_251,cell_284,36.61520281988376,1.0302519334815777e-17
702,cell_251,cell_298,153.86760117608932,2.2490180541988707e-17
703,cell_252,cell_258,50.43862792926885,1.2866438873477244e-17
704,cell_252,cell_284,43.13015880239485,6.577658239089883e-18
705,cell_253,cell_255,299.3467587851814,1.4976070718068917e-18
706,cell_253,cell_257,33.91079422086763,8.672053981625976e-18
707,cell_253,cell_274,2.4277996710967105,9.901687555926527e-19
708,cell_253,cell_277,59.51050442452782,5.838728229225369e-18
709,cell_254,cell_265,129.38860702037985,1.9341264076957066e-17
710,cell_254,cell_268,136.83626520088356,4.4312057933022346e-17
711,cell_254,cell_296,24.15799991203505,4.785214604953613e-17
712,cell_254,cell_302,247.29729915664663,1.1807521674736623e-17
713,cell_255,cell_270,333.33309823720947,1.1951734623115777e-18
714,cell_255,cell_274,299.3247404687721,2.4050773255233716e-19
715,cell_256,cell_257,48.263763606972965,1.9852552575421624e-17
716,cell_256,cell_273,158.44811443277106,3.94940660359153e-18
717,cell_256,cell_278,83.43151310555426,1.3096836231817484e-18
718,cell_257,cell_277,41.97896849003299,3.32222111243249e-17
719,cell_257,cell_278,41.270825246520765,5.133124206013417e-18
720,cell_258,cell_259,112.38579734394202,8.990449216965789e-18
721,cell_258,cell_275,97.57155285136524,2.102676788390133e-18
722,cell_258,cell_284,35.678170507020624,3.3329485446454735e-18
723,cell_258,cell_292,179.18283946553132,1.7765047856432314e-18
724,cell_259,cell_275,65.1814989923975,2.719449632393768e-17
725,cell_260,cell_263,243.1245662070251,1.502554132375727e-17
726,cell_260,cell_275,149.63466736959094,2.3941571866978467e-18
727,cell_260,cell_281,164.90971774830908,2.0017578664132664e-17
